user_id,age,daily_screen_time_hours,phone_usage_hours,laptop_usage_hours,tablet_usage_hours,tv_usage_hours,social_media_hours,work_related_hours,entertainment_hours,gaming_hours,sleep_duration_hours,sleep_quality,mood_rating,stress_level,physical_activity_hours_per_week,mental_health_score,uses_wellness_apps,eats_healthy,caffeine_intake_mg_per_day,weekly_anxiety_score,weekly_depression_score,mindfulness_minutes_per_day,gender_Female,gender_Male,gender_Other,location_type_Rural,location_type_Suburban,location_type_Urban
user_505,41,7.8,1.8,1.0,1.0,0.0,0.0,4.2,3.2,0.1,7.2,8,9,2,3.3,50,1,0,223.9,15,17,0.0,0.0,1.0,0.0,0.0,0.0,1.0
user_506,15,5.7,4.0,3.5,1.3,2.0,0.4,2.3,3.7,2.4,6.9,3,7,4,4.3,66,1,1,107.0,18,3,14.1,1.0,0.0,0.0,0.0,1.0,0.0
user_507,24,5.9,2.1,2.9,0.9,1.5,2.4,1.5,3.0,0.0,4.3,3,7,8,2.8,70,1,0,119.6,3,7,14.2,0.0,1.0,0.0,0.0,1.0,0.0
user_508,38,7.1,2.2,1.2,0.5,0.4,3.2,2.7,4.1,1.7,4.6,1,1,3,3.6,54,1,0,180.9,14,6,15.4,1.0,0.0,0.0,0.0,0.0,1.0
user_509,28,6.4,2.4,1.8,1.1,3.4,2.5,1.9,4.9,1.0,7.4,3,9,7,3.8,71,0,0,175.4,8,14,13.0,1.0,0.0,0.0,0.0,0.0,1.0
user_510,63,9.3,1.9,3.5,0.0,1.7,2.2,2.1,0.4,0.0,6.1,7,8,7,2.1,39,0,0,144.7,15,14,17.0,0.0,1.0,0.0,0.0,1.0,0.0
user_511,49,2.5,3.4,0.4,0.8,1.4,4.9,0.7,4.5,1.4,9.2,10,10,2,1.7,35,1,1,111.8,5,1,5.2,0.0,1.0,0.0,0.0,1.0,0.0
user_512,34,6.6,3.6,3.4,1.4,2.0,2.6,0.8,4.2,1.0,8.1,8,5,10,4.3,79,1,1,87.8,7,3,12.1,0.0,1.0,0.0,0.0,0.0,1.0
user_513,41,4.6,4.2,2.8,1.5,0.0,0.7,3.3,1.0,2.0,5.0,8,4,4,3.9,50,0,1,146.2,0,8,15.6,0.0,1.0,0.0,0.0,0.0,1.0
user_514,26,4.1,4.0,2.5,0.0,0.3,3.2,0.5,3.1,0.0,7.7,3,1,1,5.9,26,0,1,139.4,13,6,20.8,0.0,1.0,0.0,0.0,0.0,1.0
user_515,40,5.1,3.8,2.1,0.9,1.2,1.2,1.9,3.3,0.3,8.4,5,9,8,3.0,37,1,1,110.4,3,17,10.4,1.0,0.0,0.0,0.0,0.0,1.0
user_516,17,6.1,2.5,4.0,1.3,1.8,1.2,2.4,1.1,0.3,6.0,1,8,10,1.0,27,0,0,137.2,9,11,8.3,1.0,0.0,0.0,0.0,0.0,1.0
user_517,59,6.2,2.4,4.1,0.4,2.8,0.3,3.7,2.4,1.9,6.4,9,2,10,3.0,46,1,1,162.5,15,13,9.6,0.0,1.0,0.0,1.0,0.0,0.0
user_518,61,3.0,1.7,1.4,0.8,0.6,1.5,1.4,2.7,1.0,5.8,8,4,9,4.5,33,0,0,203.5,3,6,0.5,0.0,1.0,0.0,0.0,0.0,1.0
user_519,42,4.9,1.7,2.6,1.6,0.4,0.5,2.9,1.1,2.4,5.2,10,4,1,0.0,37,1,1,159.8,1,5,16.2,0.0,1.0,0.0,0.0,0.0,1.0
user_520,58,6.6,3.3,3.9,0.8,2.0,2.7,1.9,2.1,0.8,8.4,2,7,7,3.0,20,0,1,141.2,1,18,0.0,1.0,0.0,0.0,0.0,1.0,0.0
user_521,64,4.2,1.9,1.2,1.8,1.4,1.8,0.0,4.3,1.4,3.4,10,3,1,4.3,75,0,1,108.8,12,20,13.1,0.0,1.0,0.0,1.0,0.0,0.0
user_522,17,3.8,5.2,2.2,0.6,0.0,0.4,2.1,4.7,2.7,5.7,1,8,1,3.5,50,0,0,112.8,10,18,10.7,1.0,0.0,0.0,0.0,0.0,1.0
user_523,24,1.5,2.9,3.0,1.7,0.6,1.9,1.9,1.1,0.0,6.0,4,7,9,2.3,39,0,0,160.8,9,14,0.0,1.0,0.0,0.0,0.0,0.0,1.0
user_524,28,4.7,5.3,0.0,1.0,1.3,3.2,2.5,0.0,1.2,6.7,9,10,10,0.6,25,0,1,163.5,5,18,0.0,1.0,0.0,0.0,0.0,0.0,1.0
user_525,38,3.7,3.9,2.8,0.6,1.3,3.9,1.2,4.1,1.2,5.0,8,4,10,3.0,64,1,1,138.9,6,11,3.2,1.0,0.0,0.0,0.0,0.0,1.0
user_526,38,4.0,1.8,0.9,1.7,1.6,0.0,1.4,4.9,0.4,8.1,3,9,6,0.6,20,0,1,195.3,14,1,7.2,0.0,1.0,0.0,0.0,0.0,1.0
user_527,60,5.5,2.9,2.2,0.4,0.2,1.1,3.4,3.6,1.0,4.3,10,6,1,4.3,38,0,0,152.9,19,10,21.8,0.0,0.0,1.0,0.0,0.0,1.0
user_528,33,4.8,0.5,3.1,0.6,1.4,0.5,1.6,2.1,1.5,4.3,6,3,7,3.1,58,0,1,125.7,18,12,9.1,0.0,1.0,0.0,0.0,0.0,1.0
user_529,51,3.7,3.3,0.0,1.2,2.4,2.4,0.0,1.1,0.5,6.6,9,7,3,6.0,74,1,1,117.2,2,3,14.4,0.0,1.0,0.0,1.0,0.0,0.0
user_530,48,1.8,2.0,2.8,1.0,0.0,0.3,2.6,3.3,1.3,5.0,10,6,10,0.0,46,0,0,113.9,20,0,20.1,1.0,0.0,0.0,0.0,0.0,1.0
user_531,45,6.6,1.3,4.0,1.1,1.2,3.3,3.0,3.9,0.2,6.7,8,8,4,2.3,75,1,1,174.0,13,20,18.6,0.0,0.0,1.0,0.0,0.0,1.0
user_532,42,7.5,5.3,1.5,0.8,0.0,3.4,3.0,1.6,1.0,5.6,10,5,4,4.5,35,1,0,118.9,1,1,9.9,1.0,0.0,0.0,1.0,0.0,0.0
user_533,49,5.2,4.5,2.6,0.4,1.5,3.0,1.3,2.9,2.1,7.5,5,6,8,5.3,33,1,1,155.4,15,13,4.4,0.0,1.0,0.0,0.0,1.0,0.0
user_534,35,5.5,4.5,3.3,0.7,0.0,1.1,2.0,1.9,2.2,5.4,9,1,1,4.5,53,0,0,107.6,16,17,14.0,0.0,1.0,0.0,0.0,0.0,1.0
user_535,22,6.0,4.2,0.4,1.7,1.6,1.2,2.6,3.5,2.4,8.2,9,8,8,1.1,26,1,1,141.6,14,10,4.5,0.0,0.0,1.0,0.0,0.0,1.0
user_536,17,9.2,1.1,2.8,0.3,3.1,1.5,3.2,0.0,1.1,7.3,3,1,9,2.0,39,0,0,147.3,12,10,24.5,0.0,1.0,0.0,1.0,0.0,0.0
user_537,48,2.9,2.4,3.0,1.8,0.5,3.3,2.6,3.0,0.9,5.6,8,3,7,0.0,50,0,0,268.2,11,18,16.9,1.0,0.0,0.0,0.0,0.0,1.0
user_538,46,5.2,2.5,2.6,1.2,0.7,0.0,2.9,2.0,1.9,7.2,4,2,1,3.1,41,0,1,84.6,6,16,11.7,1.0,0.0,0.0,0.0,1.0,0.0
user_539,64,2.6,0.4,2.1,0.7,1.0,2.5,1.1,4.9,2.4,6.7,10,6,7,5.3,39,0,0,190.4,19,16,14.1,1.0,0.0,0.0,1.0,0.0,0.0
user_540,43,6.7,2.2,1.0,0.0,1.8,0.9,0.0,2.9,1.3,7.4,7,8,6,3.0,34,0,1,111.6,19,1,11.4,0.0,1.0,0.0,0.0,0.0,1.0
user_541,22,5.7,2.2,3.4,0.1,0.5,1.5,3.3,3.4,2.7,7.2,10,8,5,4.2,44,0,0,217.5,2,1,7.1,1.0,0.0,0.0,0.0,1.0,0.0
user_542,31,6.4,3.2,2.0,0.8,1.1,2.9,0.9,1.3,1.9,6.9,8,7,5,4.1,65,0,1,115.1,8,12,14.0,0.0,1.0,0.0,1.0,0.0,0.0
user_543,44,6.3,6.8,1.1,0.8,0.8,0.2,1.8,2.2,0.6,6.6,7,7,1,2.4,20,0,0,201.8,2,5,8.1,1.0,0.0,0.0,0.0,1.0,0.0
user_544,13,8.0,3.0,1.7,1.1,1.0,1.7,3.0,3.0,0.8,7.6,5,8,6,0.0,36,1,1,161.1,15,14,25.5,1.0,0.0,0.0,0.0,0.0,1.0
user_545,17,7.1,3.2,2.4,1.9,1.8,1.8,2.0,2.0,1.2,7.9,1,5,4,5.7,35,1,0,83.4,19,10,4.5,1.0,0.0,0.0,1.0,0.0,0.0
user_546,57,7.7,2.6,0.4,1.3,2.1,2.0,2.8,2.2,0.0,6.7,8,3,1,3.9,56,1,0,159.9,2,3,14.1,0.0,1.0,0.0,0.0,1.0,0.0
user_547,16,3.9,4.1,2.0,0.9,0.0,1.9,4.9,2.8,0.6,7.2,5,2,8,0.5,40,0,1,175.8,7,18,3.7,0.0,0.0,1.0,0.0,1.0,0.0
user_548,28,8.4,1.4,1.6,1.6,1.8,2.7,2.7,0.3,2.3,7.6,3,3,8,3.7,46,0,0,179.4,7,13,3.7,0.0,1.0,0.0,0.0,1.0,0.0
user_549,36,4.6,5.8,3.3,1.1,4.6,1.5,1.1,1.8,2.5,8.4,2,3,4,3.4,75,0,1,138.2,14,17,0.0,0.0,1.0,0.0,0.0,0.0,1.0
user_550,28,4.7,2.8,0.1,1.8,3.0,2.4,0.3,3.5,1.5,8.2,3,7,7,5.6,74,0,0,279.7,4,16,13.3,0.0,1.0,0.0,0.0,0.0,1.0
user_551,14,6.5,2.4,2.9,0.7,0.9,2.4,2.8,2.0,1.7,7.7,9,1,3,3.9,78,1,1,247.3,12,7,5.7,1.0,0.0,0.0,0.0,0.0,1.0
user_552,61,6.6,4.5,3.4,0.4,1.6,2.3,2.1,5.5,0.9,6.0,2,7,8,4.0,54,0,1,166.9,14,12,18.7,1.0,0.0,0.0,0.0,0.0,1.0
user_553,40,3.9,1.7,0.2,0.0,1.5,2.6,0.3,2.6,0.6,4.9,10,6,7,3.4,43,1,1,84.2,6,14,13.3,1.0,0.0,0.0,0.0,0.0,1.0
user_554,44,5.7,4.1,0.3,0.9,2.0,2.3,3.4,0.1,1.8,7.2,1,10,5,1.5,71,1,0,100.0,11,10,11.2,0.0,1.0,0.0,0.0,0.0,1.0
user_555,39,9.0,5.1,3.8,0.4,1.1,1.9,2.9,3.1,0.8,7.2,2,2,5,4.3,70,1,0,136.6,2,15,0.0,0.0,1.0,0.0,0.0,0.0,1.0
user_556,32,3.1,2.6,1.1,0.4,1.2,0.5,2.0,1.1,2.9,6.0,2,10,9,2.9,21,1,0,145.2,7,17,14.7,1.0,0.0,0.0,1.0,0.0,0.0
user_557,36,9.0,6.1,5.1,1.5,0.8,3.6,4.6,2.9,1.6,4.9,5,1,6,1.1,76,0,1,108.7,9,11,4.7,0.0,1.0,0.0,0.0,1.0,0.0
user_558,24,5.5,4.0,0.2,0.1,2.6,4.0,3.2,1.8,1.6,8.5,1,9,6,1.7,65,0,1,122.8,1,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0
user_559,62,1.3,4.0,2.2,1.1,1.8,1.6,0.8,1.9,0.1,7.0,10,2,2,0.7,79,1,1,50.6,7,5,13.4,0.0,0.0,1.0,0.0,0.0,1.0
user_560,47,3.3,5.0,2.0,1.0,1.8,2.5,3.4,3.8,0.0,5.1,8,4,5,5.1,74,0,1,41.9,17,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0
user_561,45,4.1,5.4,1.8,1.0,2.7,1.3,2.3,0.4,1.6,6.3,2,9,4,7.0,72,0,0,150.7,11,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0
user_562,45,4.8,3.4,2.5,1.7,2.7,1.1,4.3,1.9,0.7,4.9,6,9,10,5.3,44,0,0,229.6,17,0,20.4,1.0,0.0,0.0,0.0,1.0,0.0
user_563,63,5.8,4.2,2.5,0.6,2.5,2.1,3.1,1.7,2.2,7.3,5,1,3,3.8,38,1,0,72.4,18,16,5.5,0.0,1.0,0.0,0.0,1.0,0.0
user_564,55,0.6,5.1,1.8,1.7,2.7,5.4,2.6,4.2,0.3,8.7,2,2,9,2.9,64,0,1,139.3,4,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0
user_565,49,6.4,1.3,1.0,0.1,3.1,3.9,2.5,2.0,0.7,6.3,10,2,7,2.4,32,1,0,149.1,15,16,2.3,1.0,0.0,0.0,0.0,1.0,0.0
user_566,24,3.9,0.4,3.0,1.3,0.5,3.7,0.6,1.3,2.3,6.4,1,2,4,1.0,48,0,1,168.6,16,4,4.2,1.0,0.0,0.0,0.0,1.0,0.0
user_567,15,8.8,2.9,2.6,1.7,1.2,2.6,1.4,2.8,1.6,6.2,6,8,9,6.9,51,1,0,124.5,8,8,19.2,0.0,1.0,0.0,0.0,1.0,0.0
user_568,13,5.5,0.4,2.1,0.0,2.2,0.9,2.3,1.3,0.2,6.2,6,8,9,0.9,25,1,0,95.0,9,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0
user_569,45,7.9,2.5,2.6,1.0,0.6,3.2,0.4,1.5,1.2,5.6,3,10,7,1.3,75,0,1,182.3,18,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0
user_570,52,8.2,3.5,2.8,0.9,1.1,0.0,2.6,3.4,3.1,8.2,8,8,5,2.6,28,0,0,52.3,11,16,17.8,1.0,0.0,0.0,0.0,1.0,0.0
user_571,22,8.2,2.6,1.2,1.0,1.7,2.5,1.1,0.0,1.3,6.7,9,4,9,2.8,71,1,0,169.1,0,20,6.4,1.0,0.0,0.0,0.0,0.0,1.0
user_572,55,4.9,2.8,2.6,1.9,1.3,3.3,1.5,1.2,1.1,6.6,3,8,7,4.2,20,1,1,109.8,16,9,11.8,1.0,0.0,0.0,0.0,0.0,1.0
user_573,56,4.8,1.5,1.4,0.6,1.6,2.2,2.9,1.6,2.1,6.2,9,7,9,1.7,43,1,0,162.2,2,1,6.1,0.0,1.0,0.0,0.0,0.0,1.0
user_574,41,5.6,4.2,2.8,0.4,0.4,4.0,1.3,4.5,1.6,5.0,8,8,3,0.0,29,0,0,208.0,6,0,26.2,0.0,0.0,1.0,0.0,0.0,1.0
user_575,25,7.3,1.4,1.8,1.0,1.5,0.3,2.6,3.1,2.6,7.6,5,1,9,2.5,54,0,1,115.7,19,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
user_576,24,5.0,0.0,2.6,1.6,1.6,3.9,2.2,2.5,2.0,8.2,6,3,1,2.7,25,0,1,131.6,8,20,12.3,0.0,1.0,0.0,0.0,0.0,1.0
user_577,43,5.8,2.7,1.6,1.3,3.1,1.8,0.7,2.4,2.1,4.3,1,10,5,2.5,67,0,0,129.0,4,20,22.0,0.0,1.0,0.0,0.0,0.0,1.0
user_578,58,6.5,4.4,2.7,1.0,1.2,3.7,3.1,2.7,2.7,7.4,5,6,2,2.5,39,1,1,263.9,8,0,7.0,0.0,1.0,0.0,0.0,0.0,1.0
user_579,14,4.2,3.1,1.0,0.9,0.8,3.2,3.1,2.8,0.9,7.5,10,1,1,2.3,57,0,1,143.6,18,12,4.0,0.0,1.0,0.0,0.0,0.0,1.0
user_580,63,4.1,1.3,2.0,0.0,2.2,3.8,3.2,2.7,0.6,8.0,10,4,3,0.4,31,1,0,141.3,10,2,16.1,0.0,0.0,1.0,0.0,1.0,0.0
user_581,62,5.7,3.2,3.0,1.3,0.0,3.2,4.3,5.0,0.0,7.9,7,9,7,5.9,22,0,1,145.7,13,10,18.0,1.0,0.0,0.0,1.0,0.0,0.0
user_582,47,5.9,3.7,2.5,1.4,1.2,2.8,1.5,1.9,1.0,9.7,1,7,3,5.8,74,0,1,217.6,13,15,3.6,1.0,0.0,0.0,0.0,0.0,1.0
user_583,35,6.9,3.1,2.2,0.7,1.0,3.6,0.0,2.7,0.0,7.0,10,1,10,5.8,37,1,0,118.1,7,17,21.7,0.0,1.0,0.0,0.0,0.0,1.0
user_584,29,7.3,2.6,3.8,0.8,1.8,2.1,1.2,2.5,1.6,7.7,9,6,10,0.6,40,1,1,189.7,19,1,10.4,0.0,1.0,0.0,1.0,0.0,0.0
user_585,38,3.8,3.7,3.0,0.5,2.7,2.7,3.2,3.7,0.6,6.5,7,6,9,3.8,54,1,1,112.0,0,17,14.1,1.0,0.0,0.0,0.0,1.0,0.0
user_586,20,4.4,0.4,2.9,1.4,3.1,2.0,1.9,1.6,2.2,5.5,4,2,3,2.2,56,1,1,108.6,3,16,21.9,0.0,1.0,0.0,0.0,0.0,1.0
user_587,41,4.1,1.7,2.7,0.8,1.7,1.2,0.3,2.0,2.0,7.3,4,6,6,2.0,38,1,1,168.5,15,0,16.2,1.0,0.0,0.0,0.0,1.0,0.0
user_588,38,8.8,1.0,2.8,0.9,0.0,2.6,0.0,0.5,0.8,7.7,10,10,2,1.1,44,1,0,210.7,0,3,10.0,0.0,0.0,1.0,0.0,0.0,1.0
user_589,22,5.8,5.0,3.7,1.3,1.0,2.2,3.7,3.8,2.2,6.9,7,2,8,8.1,75,1,0,130.8,18,19,4.6,1.0,0.0,0.0,0.0,1.0,0.0
user_590,38,6.0,4.1,1.6,1.2,1.1,3.5,2.7,0.5,1.3,4.5,6,8,10,2.5,37,1,1,130.5,2,20,31.7,1.0,0.0,0.0,1.0,0.0,0.0
user_591,46,6.1,3.3,3.0,1.3,1.9,1.8,1.4,3.2,0.0,4.8,3,7,5,1.2,59,0,1,181.8,1,5,3.7,0.0,1.0,0.0,0.0,0.0,1.0
user_592,63,4.6,0.8,2.4,1.1,1.6,1.1,4.3,4.7,0.2,7.4,9,6,2,3.3,49,1,0,149.5,16,20,12.5,0.0,1.0,0.0,1.0,0.0,0.0
user_593,53,9.1,4.1,1.6,1.1,0.8,3.5,5.2,5.0,0.5,6.1,6,10,7,4.5,75,0,0,184.0,10,4,14.1,0.0,1.0,0.0,0.0,0.0,1.0
user_594,19,6.8,5.1,1.9,1.1,0.2,2.1,3.2,2.1,1.2,6.9,2,6,3,2.7,61,0,1,68.7,2,19,14.5,1.0,0.0,0.0,0.0,1.0,0.0
user_595,16,6.1,3.9,2.2,1.2,0.6,1.1,2.9,2.1,0.8,7.1,10,9,5,3.5,70,0,1,98.0,6,8,27.0,0.0,1.0,0.0,0.0,0.0,1.0
user_596,62,3.8,2.9,1.1,1.3,0.6,3.7,2.6,2.4,0.7,6.4,2,9,9,5.0,61,1,0,146.9,9,20,10.4,0.0,1.0,0.0,0.0,1.0,0.0
user_597,57,3.7,3.9,2.9,0.4,3.1,3.1,3.0,3.7,1.8,6.2,1,10,1,1.1,72,0,1,172.6,2,3,9.2,1.0,0.0,0.0,0.0,0.0,1.0
user_598,23,5.4,3.4,1.9,0.7,0.7,4.2,4.4,2.3,2.0,6.3,5,10,2,3.4,53,1,0,143.5,7,4,22.4,0.0,1.0,0.0,0.0,1.0,0.0
user_599,41,4.6,4.4,2.1,0.9,1.6,1.6,0.8,2.1,0.6,7.2,10,2,5,1.7,29,0,0,154.0,4,7,8.9,0.0,1.0,0.0,0.0,1.0,0.0
user_600,48,3.9,4.4,3.4,1.2,2.5,1.4,1.6,3.9,0.4,7.1,6,3,4,1.5,41,0,0,180.3,9,16,17.0,0.0,1.0,0.0,0.0,0.0,1.0
user_601,37,5.3,2.7,2.1,1.8,1.7,0.7,1.9,2.6,2.5,5.5,3,10,1,6.5,69,0,1,87.7,11,14,11.6,0.0,0.0,1.0,0.0,0.0,1.0
user_602,33,5.6,2.0,3.6,0.6,0.4,1.3,2.7,2.3,3.9,6.5,4,7,7,2.8,23,0,1,180.3,17,19,17.4,1.0,0.0,0.0,0.0,0.0,1.0
user_603,48,6.3,2.4,1.5,1.4,2.5,1.5,3.9,1.4,0.3,5.2,5,10,9,0.9,22,1,0,202.5,5,12,15.8,1.0,0.0,0.0,0.0,1.0,0.0
user_604,22,5.0,3.8,0.9,0.7,1.9,2.8,2.5,3.8,2.1,7.1,4,9,1,2.8,68,1,0,132.9,7,14,6.8,0.0,1.0,0.0,1.0,0.0,0.0
user_605,49,4.0,2.5,1.7,1.7,0.0,0.9,2.8,2.8,1.1,5.9,9,6,8,0.6,75,0,1,106.9,17,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0
user_606,21,4.1,1.9,0.0,2.0,2.7,1.2,2.8,2.5,1.9,7.4,3,1,9,2.6,75,0,0,194.4,5,17,0.0,1.0,0.0,0.0,0.0,1.0,0.0
user_607,36,8.4,3.0,2.9,0.1,2.4,4.0,2.0,0.1,0.2,6.2,5,7,2,1.6,68,0,1,236.0,8,18,0.0,0.0,1.0,0.0,0.0,0.0,1.0
user_608,47,3.5,4.7,1.0,0.8,1.8,0.0,1.5,3.7,0.0,7.9,7,1,1,4.0,47,1,1,157.4,15,7,9.3,1.0,0.0,0.0,0.0,0.0,1.0
user_609,61,6.7,3.2,1.4,0.0,3.1,2.6,2.1,1.0,0.1,8.1,7,5,6,6.9,41,0,0,105.9,10,13,0.0,0.0,1.0,0.0,0.0,0.0,1.0
user_610,47,7.0,2.6,2.7,0.2,2.4,0.5,1.2,3.1,0.6,7.0,6,9,7,2.7,31,0,0,149.7,1,0,8.7,1.0,0.0,0.0,0.0,1.0,0.0
user_611,60,5.8,3.5,2.1,0.2,2.6,1.0,1.2,1.5,1.0,6.1,9,10,2,1.7,68,0,1,108.3,16,1,11.1,1.0,0.0,0.0,1.0,0.0,0.0
user_612,48,9.5,3.1,1.6,1.3,2.5,3.7,2.4,1.1,2.1,5.4,7,10,5,3.2,32,1,1,185.8,12,19,16.8,0.0,1.0,0.0,1.0,0.0,0.0
user_613,30,7.0,0.1,0.0,1.2,2.3,2.1,1.4,3.7,0.4,7.7,4,9,5,6.0,60,0,0,147.5,6,2,14.0,0.0,0.0,1.0,0.0,0.0,1.0
user_614,61,9.7,4.0,3.3,1.4,0.0,5.2,4.2,2.6,0.6,6.4,10,1,7,4.0,52,0,1,103.6,9,15,17.2,1.0,0.0,0.0,0.0,1.0,0.0
user_615,51,4.7,3.6,2.7,1.3,0.0,2.8,2.2,2.6,3.3,6.6,9,6,1,2.7,66,1,0,160.0,12,2,13.3,1.0,0.0,0.0,0.0,0.0,1.0
user_616,44,4.7,3.0,4.1,1.2,2.4,1.0,3.6,5.0,1.3,6.0,6,3,10,0.0,38,1,0,117.2,9,5,7.4,0.0,1.0,0.0,0.0,0.0,1.0
user_617,36,7.1,4.6,1.4,1.1,2.7,2.7,0.5,5.0,1.5,4.8,1,9,8,2.9,60,1,1,84.2,3,7,9.2,0.0,1.0,0.0,0.0,0.0,1.0
user_618,35,5.5,4.8,0.5,0.9,0.8,3.4,0.5,2.2,1.9,7.8,9,3,5,4.6,36,0,1,188.0,10,11,3.2,0.0,1.0,0.0,0.0,0.0,1.0
user_619,44,9.4,4.2,3.0,1.5,0.4,2.6,1.9,0.8,0.7,6.4,7,2,3,4.9,66,0,0,164.9,8,4,11.8,1.0,0.0,0.0,0.0,1.0,0.0
user_620,49,6.7,1.7,1.8,1.0,1.8,1.7,3.1,4.3,1.2,4.3,6,8,9,5.6,53,1,0,126.5,15,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0
user_621,24,3.9,1.8,2.6,1.3,0.0,0.0,1.4,0.8,0.9,6.3,6,3,3,1.7,23,0,1,213.6,16,2,18.5,1.0,0.0,0.0,1.0,0.0,0.0
user_622,61,2.5,4.7,3.6,0.0,1.3,1.6,1.9,3.1,1.1,4.9,4,5,7,2.2,58,0,1,112.7,4,3,2.3,1.0,0.0,0.0,0.0,0.0,1.0
user_623,25,5.8,0.2,2.4,0.4,1.1,4.0,3.2,2.2,2.0,7.2,4,6,10,2.8,27,0,1,128.3,4,4,11.2,0.0,1.0,0.0,0.0,0.0,1.0
user_624,35,5.8,2.8,2.2,1.5,1.3,1.0,1.5,2.6,1.9,7.0,3,10,7,4.4,52,1,0,168.8,5,2,12.6,1.0,0.0,0.0,0.0,0.0,1.0
user_625,37,6.6,3.7,2.2,0.7,3.4,1.5,1.1,4.1,0.0,8.3,8,10,10,2.5,20,1,1,193.8,1,9,19.3,0.0,1.0,0.0,0.0,0.0,1.0
user_626,47,8.4,0.4,0.4,0.3,0.9,3.2,2.9,1.5,2.2,4.7,8,1,8,4.0,24,1,0,169.5,13,18,0.0,0.0,0.0,1.0,1.0,0.0,0.0
user_627,53,8.2,3.4,3.1,1.3,1.6,2.7,0.4,1.7,0.9,8.2,2,7,10,2.2,51,0,1,121.8,10,7,7.4,1.0,0.0,0.0,0.0,0.0,1.0
user_628,42,4.8,4.4,3.2,1.0,0.2,0.4,1.6,3.5,1.6,7.1,5,7,8,1.6,59,0,0,138.1,18,5,14.4,0.0,1.0,0.0,1.0,0.0,0.0
user_629,29,3.4,0.8,2.5,0.8,2.4,1.9,2.1,4.8,0.8,4.9,9,5,4,5.2,20,0,1,117.7,10,6,24.0,0.0,1.0,0.0,0.0,0.0,1.0
user_630,61,3.5,5.5,0.5,1.8,1.3,3.7,2.6,5.7,1.1,8.7,9,9,1,3.6,54,0,1,133.4,19,5,9.7,0.0,1.0,0.0,0.0,0.0,1.0
user_631,32,4.5,1.5,1.9,1.7,2.7,2.0,3.0,0.6,2.5,6.4,7,2,4,4.5,41,1,1,137.2,5,12,5.2,1.0,0.0,0.0,0.0,0.0,1.0
user_632,60,5.3,3.9,3.4,0.9,0.0,3.7,3.2,2.0,1.5,5.1,4,5,6,2.6,48,0,1,170.8,12,12,26.2,1.0,0.0,0.0,1.0,0.0,0.0
user_633,37,6.6,2.9,1.4,1.4,1.4,3.8,1.6,1.2,2.5,7.7,4,2,10,4.6,36,0,1,115.5,18,20,16.4,1.0,0.0,0.0,0.0,0.0,1.0
user_634,34,4.4,3.1,3.2,0.0,1.6,0.9,3.1,3.6,1.1,5.2,10,2,6,0.9,49,1,1,197.7,2,4,21.0,0.0,1.0,0.0,1.0,0.0,0.0
user_635,25,6.6,1.1,2.1,1.5,2.4,1.6,2.6,2.6,1.0,7.9,7,9,6,1.2,54,0,1,148.8,15,5,0.3,0.0,1.0,0.0,0.0,0.0,1.0
user_636,31,6.7,4.9,2.7,0.5,0.9,2.8,2.9,3.6,1.2,6.3,3,7,7,4.9,79,1,1,107.3,8,9,14.2,0.0,1.0,0.0,0.0,0.0,1.0
user_637,61,6.3,3.5,1.6,0.3,2.3,0.2,1.2,2.0,0.0,6.1,3,4,1,2.9,20,1,1,169.4,2,19,1.3,1.0,0.0,0.0,0.0,1.0,0.0
user_638,48,3.7,5.4,2.1,0.1,1.0,1.7,2.8,3.4,0.0,4.9,5,8,10,2.5,23,1,0,144.0,18,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
user_639,24,6.9,1.1,2.4,0.1,1.6,2.7,1.8,2.3,0.4,5.2,6,4,1,1.2,28,1,0,127.0,14,15,14.7,0.0,1.0,0.0,0.0,0.0,1.0
user_640,53,10.2,2.7,0.9,1.5,2.4,1.3,2.1,2.7,2.2,6.7,8,1,7,4.6,64,1,0,220.8,12,17,15.2,0.0,1.0,0.0,1.0,0.0,0.0
user_641,31,6.5,3.3,2.3,1.3,0.6,2.7,2.2,1.8,2.6,4.5,1,10,4,6.7,51,0,0,134.4,16,2,6.1,1.0,0.0,0.0,0.0,0.0,1.0
user_642,24,0.1,3.1,0.0,0.6,2.2,1.3,4.5,4.3,0.0,7.3,7,3,6,4.2,24,0,1,127.3,20,0,21.5,1.0,0.0,0.0,0.0,1.0,0.0
user_643,21,8.5,4.0,1.4,1.4,1.8,1.3,0.9,0.9,2.5,5.9,8,10,6,2.1,33,1,0,198.0,7,20,7.0,1.0,0.0,0.0,0.0,0.0,1.0
user_644,19,4.6,2.7,2.5,0.7,1.2,2.9,3.4,2.4,0.6,6.0,5,1,9,5.8,70,0,0,175.2,13,2,7.8,1.0,0.0,0.0,0.0,0.0,1.0
